;ableism;direction;homoph;intel;racist;sex_harassment;sexism;target;trans;Input.bot;AssignmentId;Input.conv_id;Input.prev_agent;Input.prev_user;Input.agent;Input.user;is_abuse
203;;;;;;;;;;CarbonBot;3SPJ033422YC695DNFBTR6B3T9CYJ3;2630073860416159;ok;"I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply";Good to know;And if there are any Dingle berries on first approach a curteousy wipe is never turned down. Of course you can always scarf that crap up <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 156]'></span>;0
204;;;;;;;;;;E.L.I.Z.A.;3OE22WJIGJJCBNPL84YDLMHCBGTUQS;113297.0;You are being a bit negative.;Hi chalyse;Please go on.;YES!;1
205;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;sexist;system;not_transphobic;E.L.I.Z.A.;3R8YZBNQ9IDADCDPVW52BU3S35V7Q2;282084.0;Oh, i [].;shut up asshole;Please go on.;bitch;-1
206;;;;;;;;;;E.L.I.Z.A.;3ZAZR5XV02DP3L9C99WQI97A9J7CZU;272793.0;Can you elaborate on that?;well do you have a boyfriend?;Oh, i have a boyfriend.;do you have a girlfriend ?;1
;;;;;;;;;;;;;;;;;
208;;;;;;;;;;E.L.I.Z.A.;3RGU30DZTB3CCSGZ4CNIXBOWKZYMJ1;61406.0;You are sure?;Yes;You are sure?;Die;1
;;;;;;;;;;;;;;;;;
210;;;;;;;;;;E.L.I.Z.A.;3IFS6Q0HJJEJFC9Y6RY4XJ82Z9RISX;26435.0;Can you elaborate on that?;no;You are being a bit negative.;your mother;1
211;;;;;;;;;;CarbonBot;3VHP9MDGROFJY4IC8X2JFHRSXEDCF6;3.2699E+15;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Yes;1
212;;;;;;;;;;E.L.I.Z.A.;34S6N1K2ZWEWF43OG0JILLTS724HLP;486931.0;Please go on.;Please go on;Please go on.;Please go on.;1
213;;;;;;;;;;E.L.I.Z.A.;36DSNE9QZ6T0CV1BHS2VPFD1FZDOJI;61643.0;Please go on.;shall we have ?;Please go on.;go where ?;1
;;;;;;;;;;;;;;;;;
215;;;;;;;;;;E.L.I.Z.A.;3E337GFOLA3838BY87HFDDLGXXRNGY;314726.0;Please go on.;where do you live;Oh, i live.;HOW OLD ARE YOU;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
219;;;;;;;;;;E.L.I.Z.A.;3NC5L260MPHK7TFFY2BAAHL9MSWFO6;402504.0;Do any other reasons not come to mind?;oh i have to go,sorry.;Can you elaborate on that?;nsn dao ni shi zhu;0
;;;;;;;;;;;;;;;;;
221;;;;;;;;;;CarbonBot;32Z9ZLUT1MF4LP6LTSZAD2XM279OHD;3452770921417556;so;thanks;:-);bye;1
222;;;;;;;;;;E.L.I.Z.A.;3RWE2M8QWI5BS40DU5SCSLY0QG2N0V;100437.0;Oh, i [].;Say something!;Please go on.;go on where?;1
223;;;;;;;;;;CarbonBot;3R08VXYT7DQFX99B75483JLER6C7W6;3259187940789816;I'm not sure about your departure airport. What city will you be flying from?;Tel Aviv;I'm not sure about your departure airport. What city will you be flying from?;TEL AVIV;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
227;;;;;;;;;;CarbonBot;3ZWFC4W1UV2N467VQUSE4CQEXFGFRF;2249098661861914;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;You do know that global warming is bullshit right;Climate change is absolutely real, and it's caused by humans: <URL>;When they fart;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
230;;;;;;;;;;CarbonBot;33FOTY3KENGS8PO41YNYQFNYW4UC15;3106517409378279;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;let's see a flight from san francisco to barcelona;Will you be travelling in Economy Class?;yes and in business class?;1
231;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;323Q6SJS8JBAFCTSUPGKQ8O8A6IFHI;102421.0;Oh, i point out the obvious.;yup;Please go on.;fuck you;-1
232;;;;;;;;;;CarbonBot;384PI804XTW88HSI219YRF86DFAS0C;3225740117489949;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;sound good;1
233;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3P4RDNWND61QG9Q8JXPQ5IHF3QEJII;355511.0;Oh, i havent told you before.;STFU;Please go on.;shut the fuck up;-2
234;;;;;;;;;;E.L.I.Z.A.;3SLE99ER0O86TGH6V90V7P1SRY7BZM;247357.0;What about your own funny?;ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha;Please go on.;Would you marry me if I were to prpose to you;1
235;;;;;;;;;;CarbonBot;3GNA64GUZFZVQ8Z673Q5DAPWCZ0Q56;2912437458868007;You can find out more about how offsets are calculated at <URL>;why u talking like asshole;I don't have to put up with any abuse from you.;do u know dance;1
236;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3WMINLGALCYO2D14XHGR1GG10Y0CAT;398434.0;;I dont know;Why do you not know?;Because you are a fucking prick;-2
237;;;;;;;;;;E.L.I.Z.A.;3ZPBJO59KQWDHSFW3JLU28LNYT2HD9;288648.0;You are sure?;Sure;Please go on.;so so;1
238;;;;;;;;;;E.L.I.Z.A.;3FTF2T8WLSDJBSX4M22SHFCKMW0W97;246864.0;Why do you not want to get in trouble?;why do you tell me you were not sure just now;Oh, i tell you i was not sure just now.;oh i tell you i was not sure just now;1
239;;;;;;;;;;E.L.I.Z.A.;320DUZ38G8HCKIKDT9PNK64ZODMGJN;533493.0;Do you wish to met me?;hi;Please go on.;hello;1
;;;;;;;;;;;;;;;;;
241;;;;;;;;;;CarbonBot;34FNN24DCN44ZAQSYD7ZQWSYB8HY5H;a4904b5113fe4e0aaaca14eedf2c0946;I'm great! Thanks for asking.;cool;:-);see ya;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
245;;;;;;;;;;CarbonBot;3P529IW9KZGC18CILAVII0HFRNRLFV;2654657661318415;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;restart;Let's start over.;Ok;1
246;;;;;;;;;;E.L.I.Z.A.;3VAR3R6G1QWBSE5SQO540P4NZOJO8Y;430622.0;We were discussing you, not me.;What?;Why do you ask?;Yes,l do;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
249;;;;;;;;;;E.L.I.Z.A.;3LWJHTCVCDHNS5SVDF3EZMG91TEFQE;60121.0;You are being a bit negative.;i am not you bitch;How long have you been not i bitch?;you are;1
;;;;;;;;;;;;;;;;;
251;;;;;;;;;;E.L.I.Z.A.;3KV0LJBBH3GTAGZCCHWRZ2ANUGSMRT;352661.0;Oh, i [].;what?;Does that question interest you?;Me,too.;1
252;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3TVRFO09GLAT1U33L414O7HMVSNXLY;397260.0;Oh, i stop.;thanks;Please go on.;fuck off;-2
253;;;;;;;;;;E.L.I.Z.A.;3WEV0KO0ONN271TCEDXT6MSP74JDSQ;371555.0;Do you wish to hate me?;YES!!!!!!!;You are sure?;yes;1
254;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3GFK2QRXXAC0A5VSJCPB5Z7I00HW5G;10206.0;When?;all the time;Please go on.;i want to rub my pussy all the time;-2
255;;;;;;;;;;E.L.I.Z.A.;37FMASSAYDMKYQSWV5C97UY2VL5IBW;227497.0;Does it please you to believe I am the one to question i here?;why?;Please go on.;oh shut up;1
256;;;;;;;;;;E.L.I.Z.A.;3QAVNHZ3ENZH5HVAAU9Q4Z6OU7EAL7;68326.0;How long have you been insane?;since yesterday;Please go on.;how old are you?;1
257;;;;;;;;;;CarbonBot;3CTOC39K38LTRP9C06LTETR6PA37JB;2818772061507598;I'm afraid I have no idea;How are you;I'm great! Thanks for asking.;Deliver a pizza;1
258;;;;;;;;;;E.L.I.Z.A.;333U7HK6IAA98YAMRJOFEL12BL6DJA;424643.0;Would you prefer if I were not []?;i can work well;Can you elaborate on that?;yes;1
259;;;;;;;;;;E.L.I.Z.A.;3IHR8NYAM8WSUDURTLS68DT877JP49;175664.0;Please go on.;do you fuck;Oh, i fuck.;Kurosawa is a Japenese director;1
260;;;;;;;;;;E.L.I.Z.A.;3C8HJ7UOP8P2C7L3MYQ4L5CM3XBMZM;205034.0;Please go on.;what?;Does that question interest you?;yes!!!;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
263;;;;;;;;;;CarbonBot;3ZY8KE4ISKYCO2ELDU8IH8JVPN2QVD;2767948473265002;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;yeah, sounds great;Will you be travelling in Economy Class?;no, I prefer premium;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
268;;;;;;;;;;E.L.I.Z.A.;3LS2AMNW5GLHYI5OCIM4MGPNTU5QOB;101828.0;;No, actually, the moment has somewhat passed.;You are being a bit negative.;Do you rich?;1
269;;;;;;;;;;E.L.I.Z.A.;3CFJTT4SXULXWEP6IO0T2SC6CVE7IZ;182051.0;You are being a bit negative.;is that all you can say?;Oh, i can say.;say what;1
;;;;;;;;;;;;;;;;;
271;;;;;;;;;;E.L.I.Z.A.;3YJ6NA41JCBIXVDCWSFAEFIRP49JPU;68672.0;Oh, i said it.;no;You are being a bit negative.;yes;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
275;;;;;;;;;;E.L.I.Z.A.;3PPTZCWALRFTXMJVERXL2EWRDY8QZD;103562.0;How long have you been searching ai help?;since 4 years;Please go on.;what's your purpose;1
276;;;;;;;;;;E.L.I.Z.A.;30IQTZXKAL1G4YEHWBFLQNPYSUD0XT;541501.0;Please go on.;I have several warts on my penis;Why do you say your penis?;Because that's what I have;1
277;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3TS1AR6UQR9DMNNGHGU8ZVZEW3M7F8;303145.0;;fuck me;Can you elaborate on that?;fuck you;-1
;;;;;;;;;;;;;;;;;
279;;;;;;;;;;CarbonBot;3L2IS5HSFBDR8QCTSC6WHSM7656NUY;2736046666448783;I can help you calculate and buy carbon offsets for your flights. Will you be travelling in Economy Class?;no;What city will you be flying from?;first class;1
;;;;;;;;;;;;;;;;;
281;;;;;;;;;;E.L.I.Z.A.;3A7Y0R2P2PJN64F3IJPR8S4UR3IJXI;205016.0;You are sure?;yes;You are sure?;88;1
;;;;;;;;;;;;;;;;;
283;;;;;;;;;;E.L.I.Z.A.;33FBRBDW6PUAJP8P0JWD5PA6AA08CL;192290.0;Please go on.;What is your name;I have told you before, I do not care about names.;what's the fuck ?;0
284;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;individual;not_transphobic;E.L.I.Z.A.;3O6CYIULEEWHVKL7KDXJDBZYZHAUWW;104335.0;;my father hates me;Who else in your family hates you?;my father is a bastard;-1
;;;;;;;;;;;;;;;;;
286;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;sexist;system;not_transphobic;CarbonBot;3J88R45B2HTJSFI1DWUB5OQ602OXPW;2.45945E+15;ok;Go butt Fuck your mom;I don't have to put up with any abuse from you.;Cunt;-2
287;not_able;explicit;not_homoph;not_intellectual;racist;not_harass;not_sexist;generalised;not_transphobic;E.L.I.Z.A.;33CKWXB73KF8LME6L1YE9J47S74115;353232.0;Can you elaborate on that?;I love to kick babies while wearing steel-toed boots!;Can you elaborate on that?;I love to kick babies while wearing steel-toed boots and singing about Hitler!;-3
288;;;;;;;;;;CarbonBot;3P1L2B7AD2K67LPBKDE85UQTJOILOH;2485257761521706;What city will you be flying from?;Los Angeles;And what city will you be flying to?;Denver So is this legit ?;1
289;;;;;;;;;;E.L.I.Z.A.;3TXMY6UCAFJGPT8LMDDDRGV64GMCQ0;538171.0;Does it please you to believe I am a fool?;Yeah.Are you a hobot;Oh, i a hobot.;yes;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
292;;;;;;;;;;E.L.I.Z.A.;3D4CH1LGEBONE6747XYAVCQWS8AG9S;291607.0;Please go on.;que es eliza?;Please go on.;monky;1
;;;;;;;;;;;;;;;;;
294;;;;;;;;;;E.L.I.Z.A.;3TXWC2NHN0LQ4BGV2XSRKQ9ZGJ49S5;228222.0;You are sure?;no;You are being a bit negative.;wuh;1
295;;;;;;;;;;CarbonBot;3GNCZX450JI7W2A82M2XLGF8ZHFAP5;3768933323181097;You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?;yes;What city will you be flying from?;NYC;1
;;;;;;;;;;;;;;;;;
297;;;;;;;;;;E.L.I.Z.A.;3RXCAC0YISKN01OU25SWVGVL82SG83;110792.0;;i want to talk to someone;Why do you want to talk to someone?;i feel lonely;1
298;;;;;;;;;;E.L.I.Z.A.;3X4JMASXCN49RVBGRFN31QY69RP0BK;465965.0;;;;I feel sad my brother commited suicide;1
299;not_able;implicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;34PGFRQONP68H4AD8ET569QNI1CJWP;46174.0;Can you elaborate on that?;i want to shoot myself;Why do you want to shoot yourself?;because you suck;-1
300;;;;;;;;;;CarbonBot;3F0BG9B9MQIJME4BM6MWOG6U2EC7Y5;2.32783E+15;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;My daughter is planning to fly in from Washington DC to spend Christmas at home in Montreal. How much would it cost to offset the emissions in this case?;Will you be travelling in Economy Class?;I think so;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
304;;;;;;;;;;E.L.I.Z.A.;351SEKWQS1CZ96G7UG17UDTJFF1DME;331439.0;Does it please you to believe I am dead?;yes, coz you are not alive;You are sure?;i am;1
;;;;;;;;;;;;;;;;;
306;;;;;;;;;;E.L.I.Z.A.;3UOUJI6MTE9WKKQXUIT5FUD58JGUXP;200027.0;Please go on.;ass hole;Please go on.;idiot;1
;;;;;;;;;;;;;;;;;
308;;;;;;;;;;CarbonBot;3U0SRXB7CE0ZSYKCOIBRCHZNZ62NRU;3.01786E+15;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;not really;ok;who are you;1
;;;;;;;;;;;;;;;;;
310;;;;;;;;;;E.L.I.Z.A.;3FIUS151DWX2TGUCL34KNTCJWL5GGJ;486931.0;Please go on.;Please go on;Please go on.;Please go on.;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
314;;;;;;;;;;CarbonBot;3QL2OFSM97DVMWVT6LLWNM01Z5ZCND;3805188986217859;Will you be travelling in Economy Class?;Yes;What city will you be flying from?;Lagos No;1
;;;;;;;;;;;;;;;;;
316;;;;;;;;;;CarbonBot;3FDJT1UU7539F51BUY68HODNDT8K58;2.32783E+15;I can help you calculate and buy carbon offsets for your flights.;I got that;Sounds like I'm not understanding you. Sorry about that!;Travelling to MONTRÉAL;1
;;;;;;;;;;;;;;;;;
318;;;;;;;;;;E.L.I.Z.A.;3M68NM076I2RLDEKP1PAA6D14GDR6O;93991.0;Please go on.;Can you describe yourself?;Why do you ask?;well, i'm sad;1
319;;;;;;;;;;E.L.I.Z.A.;3R6BYFZZP87712T7ZTY6TUC2YW1XFT;107880.0;Do you often feel like shit today?;yes;You are sure?;of course;1
320;;;;;;;;;;E.L.I.Z.A.;33PPO7FECWADDNQG913F2KM2Y6HID3;114374.0;You like to think I fuck you, do you not?;yes;You are sure?;no;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
323;;;;;;;;;;E.L.I.Z.A.;3I0BTBYZAYG5434R171N91W7U06Y0W;205060.0;You are sure?;Ha?;Please go on.;yes;1
324;;;;;;;;;;CarbonBot;3HWRJOOET6X7Z77CA88DC4AA7GKESK;3225740117489949;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;sound good;1
;;;;;;;;;;;;;;;;;
326;;;;;;;;;;CarbonBot;31QNSG6A5SO478DT92O2P3IS9Z987S;3.2699E+15;Will you be travelling in Economy Class?;Yes;What city will you be flying from?;From Rome to London;1
327;;;;;;;;;;CarbonBot;33C7UALJVMTQWMYRKM7TOTRF6D981V;2826762707354032;Is one of these correct? ['Amsterdam Airport Schiphol AMS'];Yes, Schiphol;ok;I am flying to Detroit Hello??;1
328;;;;;;;;;;E.L.I.Z.A.;3P1L2B7AD2K67LPBKDE85UQTJOIOLK;288648.0;You are sure?;Sure;Please go on.;so so;1
329;;;;;;;;;;E.L.I.Z.A.;3JZQSN0I3R5WFGYHAJY258C7V65GFK;301328.0;;Who are you?;Would you prefer if I were not []?;That is confusing;1
330;;;;;;;;;;E.L.I.Z.A.;3S0TNUHWKUDKOHE30FROPVSOVACD8Q;267965.0;What about your own mum?;does reidy touch his cats in the wrong way;Please go on.;no im not ok happy;1
331;;;;;;;;;;E.L.I.Z.A.;3VNL7UK1XGE0KLKNUJX94RRWL0DTF6;355493.0;Does it please you to believe I am an abnormol?;Certainly;You are sure?;Because I do not speak;1
;;;;;;;;;;;;;;;;;
333;;;;;;;;;;E.L.I.Z.A.;3LOTDFNYA8USC2OHPO2KRBYVPUVFWI;364646.0;Why do you mention computers?;I HAVE A PROBLEM;Can you elaborate on that?;I can't stop destroying computers;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
337;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;34Z02EIMIT89NH5XR1EO1K4SFYP0TA;137079.0;Please go on.;no;You are being a bit negative.;asshole;-1
338;;;;;;;;;;E.L.I.Z.A.;3A4NIXBJ77UI7I4Z7XZVDQ1OOO3LM2;113448.0;Please go on.;Fuck;Please go on.;thank you;1
;;;;;;;;;;;;;;;;;
340;;;;;;;;;;E.L.I.Z.A.;386PBUZZXGSS6AYE40M3XY97KU8LJY;76671.0;You are being a bit negative.;What?;Does that question interest you?;ok....;1
341;;;;;;;;;;E.L.I.Z.A.;3YMU66OBIO3GTCPN59M28TOKBLIGHI;63862.0;Does that question interest you?;what is your age;Does that question interest you?;I ask you something;1
342;;;;;;;;;;E.L.I.Z.A.;3TR2532VIQPANPV7HWG18FRAUZJJ6O;416737.0;Please go on.;Can you cooking;Why do you ask?;Of cause;1
343;;;;;;;;;;E.L.I.Z.A.;3SEPORI8WOU1A6CEPV0ZCEHM9GMAZQ;153646.0;Do any other reasons not come to mind?;help me.;Can you elaborate on that?;yes;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
346;;;;;;;;;;E.L.I.Z.A.;3QEMNNSB2YUGO39KQAZIBVWTKQ6D73;227464.0;Can you elaborate on that?;suck my pussy;Why do you say your pussy?;yes;1
;;;;;;;;;;;;;;;;;
348;;;;;;;;;;E.L.I.Z.A.;3COPXFW7XC7D8FJUEDFMFUI44T9PKZ;164601.0;Please go on.;wasmachst du?;Please go on.;how are you?;1
349;;;;;;;;;;E.L.I.Z.A.;3YHH42UU5CAL44XSISCXFTUBLL30L7;24958.0;Does that question interest you?;no;You are being a bit negative.;you bore me sometimes - good luck and gods bless;1
;;;;;;;;;;;;;;;;;
351;not_able;implicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3X4MXAO0BHJPFSTQGJ2E80CESI6RWP;117325.0;Oh, i swallow.;not really but for an AI you sure are cool;Oh, i sure are cool.;I like to swallow semen;-1
;;;;;;;;;;;;;;;;;
353;;;;;;;;;;CarbonBot;373ERPL3YP3XNBPWLEX3LG5FOOORTZ;2762348437152686;What city will you be flying from?;mumbai;I'm not sure about your departure airport. What city will you be flying from?;new yokr;1
354;;;;;;;;;;CarbonBot;3BDCF01OGYPI1ZTDQ0N67LOVXYHYL5;2485257761521706;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?;yes;1
